"gid","index","lon","lat","cons_1985","cons_1986","cons_1987","cons_1988","cons_1989","cons_1990","cons_1991","cons_1992","cons_1993","cons_1994","cons_1995","cons_1996","cons_1997","cons_1998","cons_1999","cons_2000","cons_2001","cons_2002","cons_2003","cons_2004","cons_2005","cons_2006","cons_2007","cons_2008","cons_2009","cons_2010","cons_2011","cons_2012","cons_2013","cons_2014","cons_2015","cons_2016","cons_2017","pointedite","geom","arcodesmat","matopiba","bioma","cd_geocmu","uf"
3225,"3225","-45.259677855046078","-18.692692734468302","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","-","0101000020421200008D75BB1F3DA146C0DAB7A04F54B132C0","0","0","CERRADO","3143500","MG"
3885,"3885","-46.093261559178693","-15.912949185560624","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","Área urbana","-","010100002042120000BF52A9FEEF0B47C012C95D136ED32FC0","0","0","CERRADO","3104502","MG"
4846,"4846","-48.152570869480556","-21.095296248212193","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000E25E3771871348C0BC80BD55651835C0","0","0","CERRADO","3539509","SP"
397,"397","-48.761353791418919","-22.772491307307114","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000396A810A746148C00E5485FDC1C536C0","0","0","CERRADO","3541059","SP"
4921,"4921","-48.251973448709080","-12.549977137926152","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","-","0101000020421200003AD57CAA402048C08AE1799A961929C0","0","1","CERRADO","1716208","TO"
3091,"3091","-48.530921212655358","-20.136338679595163","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","-","010100002042120000C08DEE39F54348C0820A7A17E72234C0","0","0","CERRADO","3517406","SP"
3,"3","-46.456536788877699","-13.600252672707459","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","01010000204212000046D328CC6F3A47C0F23A7D5154332BC0","0","0","CERRADO","5219803","GO"
4,"4","-57.774887944228240","-13.531994116942787","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000334335872FE34CC00ADE6B8861102BC0","0","0","CERRADO","5102637","MT"
2317,"2317","-48.189684222275780","-20.817876632930989","Não consolidado","Não consolidado","Não consolidado","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000EF9E9592471848C0E899EE5C60D134C0","0","0","CERRADO","3531902","SP"
504,"504","-50.435794940855573","-12.718317603051219","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000545EED20C83749C0007E2A53C76F29C0","0","0","CERRADO","5220207","GO"
1813,"1813","-50.267326116029110","-22.519363245627879","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","0101000020421200001ADBFEBD372249C056B75AFDF48436C0","0","0","CERRADO","3514700","SP"
3766,"3766","-48.651042843167886","-20.267376536815704","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000B8D9335F555348C05857E9C9724434C0","0","0","CERRADO","3512100","SP"
3768,"3768","-51.767389398737784","-16.290322645688644","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","0101000020421200001D70D9D039E249C05B85BC95524A30C0","0","0","CERRADO","5217203","GO"
3771,"3771","-54.720971533689543","-20.775939049781186","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","-","010100002042120000934593CB485C4BC0E07F0AF1A3C634C0","0","0","CERRADO","5007901","MS"
2505,"2505","-48.070842520720475","-21.725809497133909","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","01010000204212000090D4225E110948C0FC50B5A6CEB935C0","0","0","CERRADO","3501707","SP"
3776,"3776","-46.422116461378735","-16.950774188451874","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000CB5C86E9073647C02048EDEF65F330C0","0","0","CERRADO","3147006","MG"
4588,"4588","-45.922679203316932","-11.598495080806737","Vegetação nativa","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","-","0101000020421200000879255A1AF646C07DC37DF26D3227C0","0","1","CERRADO","2926202","BA"
4593,"4593","-42.901199832217685","-15.506280080134477","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","-","01010000204212000090441F845A7345C07196852437032FC0","0","0","CERRADO","3152204","MG"
4594,"4594","-44.455593792711468","-3.721887100846957","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","0101000020421200006AFABBE5503A46C0E1558CBE6CC60DC0","0","1","CERRADO","2106631","MA"
339,"339","-47.770597465357369","-20.462081853000303","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000920B10F0A2E247C01DB60EFF4A7634C0","0","0","CERRADO","3517703","SP"
3285,"3285","-55.362713311796298","-21.469220267668806","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","-","01010000204212000097FEC9636DAE4BC00542C8D11E7835C0","0","0","CERRADO","5005400","MS"
3374,"3374","-44.959445441064993","-17.953856395919665","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","-","010100002042120000D1D5B31BCF7A46C02E8EC9EE2FF431C0","0","0","CERRADO","3138104","MG"
3543,"3543","-48.876782036422426","-20.349799015841761","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","-","010100002042120000CA13CE643A7048C09E36A56D8C5934C0","0","0","CERRADO","3512100","SP"
509,"509","-49.683248472043651","-9.453936310700218","Vegetação nativa","Vegetação nativa","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000173C99AF74D748C042D911576AE822C0","1","1","CERRADO","1707108","TO"
1270,"1270","-44.502694570142566","-3.855431338613461","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","Estrada","-","010100002042120000CE51B14B584046C0EA8BBA62ECD70EC0","0","1","CERRADO","2106631","MA"
1186,"1186","-44.718789479201760","-17.337024283775513","Não consolidado","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","-","010100002042120000B2F02C4B015C46C00EC63439475631C0","0","0","CERRADO","3170800","MG"
1543,"1543","-50.147902103812996","-9.945143676992618","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","Pastagem Natural","-","0101000020421200007671C574EE1249C0B2683DDFE9E323C0","1","1","CERRADO","1717503","TO"
1768,"1768","-44.887215566383304","-17.325451782060540","Água","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Água","Pastagem Cultivada","Água","Água","Água","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000280F9947907146C0FC5FD8CE505331C0","0","0","CERRADO","3151206","MG"
1788,"1788","-48.558892418114901","-17.791160888502972","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","-","01010000204212000097E468C9894748C09CFE1D8589CA31C0","0","0","CERRADO","5204508","GO"
2292,"2292","-47.699631705447942","-16.953419306530709","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Silvicultura","Não consolidado","Não consolidado","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","-","01010000204212000063121F888DD947C0A5ECA44913F430C0","0","0","CERRADO","5210109","GO"
3145,"3145","-44.289622424804435","-5.563699448213839","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000945CFD58122546C020689B6D3A4116C0","0","1","CERRADO","2110708","MA"
3378,"3378","-49.999328449341974","-9.497701086556701","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","Água","-","0101000020421200006EF19FFEE9FF48C0AFE343ADD2FE22C0","1","1","CERRADO","1703909","TO"
3769,"3769","-49.260587181564325","-18.842712261056093","Vegetação nativa","Vegetação nativa","Vegetação nativa","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","010100002042120000AD49B7EB5AA148C0942CA1FDBBD732C0","0","0","CERRADO","3111804","MG"
4006,"4006","-45.020376686181756","-8.733497989692664","Vegetação nativa","Não consolidado","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","-","010100002042120000316008B49B8246C0CFD26A0C8D7721C0","0","1","CERRADO","2201150","PI"
4025,"4025","-48.005681092262620","-20.378445840496063","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Agricultura Anual","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","Cana-de-açucar","-","0101000020421200009DBC7428BA0048C0E23C9CD3E16034C0","0","0","CERRADO","3521309","SP"
4456,"4456","-56.486816137531257","-15.705090116222863","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","Não consolidado","-","0101000020421200004FEEBEFD4F3E4CC0EFD15B9201692FC0","0","0","CERRADO","5106109","MT"
3002,"3002","-42.123604584177315","-2.705593507389905","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","Banco de areia","-","010100002042120000B0566746D20F45C09D1374350EA505C0","0","1","CERRADO","2100907","MA"
3003,"3003","-44.088582433976015","-3.751741544253691","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","Vegetação nativa","-","010100002042120000AA7650AB560B46C0C3E91C1291030EC0","0","1","CERRADO","2108801","MA"
3004,"3004","-48.961507739935243","-8.660343812343486","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","Pastagem Cultivada","-","010100002042120000B6EF84AF127B48C031438C95185221C0","1","1","CERRADO","1716653","TO"
