"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","pol_ha","pct_areapo","area_ha","classe","year"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","6410.92545830","3","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","1047.88091667","4","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","852.19905326","9","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","4131.05605822","12","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","21984.99500350","15","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","4689.74862805","19","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","171.95746610","24","2018"
"31","3150505","SUDESTE","MG","MINAS GERAIS","PIMENTA","CERRADO","0","0","41496.90000000000","41496.93953800000","1.00000095279","383.82258386","25","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","1336.55378859","3","2018"
"35","3538105","SUDESTE","SP","SÃO PAULO","PINDORAMA","CERRADO","0","0","18482.50000000000","5230.15680763000","0.28297886150","20.94903971","25","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","9.54397230","4","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","9266.05865772","9","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","8310.71310384","12","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","3818.86934274","15","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","23362.30923613","19","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","0.73413986","21","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","156.57716184","24","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","102.14740294","33","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","24261.49123176","3","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","16590.28800400","4","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","4562.88155646","12","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","44969.51008242","15","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","25.65829651","12","2018"
"31","3149804","SUDESTE","MG","MINAS GERAIS","PERDIZES","CERRADO","0","0","245111.20000000001","245111.17564700000","0.99999990064","347.16860844","24","2018"
"31","3149804","SUDESTE","MG","MINAS GERAIS","PERDIZES","CERRADO","0","0","245111.20000000001","245111.17564700000","0.99999990064","1168.55793560","25","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","168.08863670","24","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","100.67856960","25","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","1296.53923913","15","2018"
"31","3171071","SUDESTE","MG","MINAS GERAIS","VEREDINHA","CERRADO","0","0","63169.10000000000","60656.42376730000","0.96022301675","208.91100716","25","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","89.84493388","33","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","14360.70353247","3","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","1253.48080081","4","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","3974.85946479","3","2018"
"31","3161908","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO RIO ABAIXO","CERRADO","0","0","36382.80000000000","2392.64876566000","0.06576318386","879.17795815","3","2018"
"31","3161809","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO PARÁ","CERRADO","0","0","26573.00000000000","26572.98010330000","0.99999925124","18465.58431535","15","2018"
"52","5220009","CENTRO-OESTE","GO","GOIÁS","SÃO JOÃO D'ALIANÇA","CERRADO","0","0","332737.90000000002","332737.92972600000","1.00000008934","54403.97523240","3","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","297.62809144","9","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","15339.39143773","12","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","41936.88476184","15","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","170.88107825","19","2018"
"31","3161809","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO PARÁ","CERRADO","0","0","26573.00000000000","26572.98010330000","0.99999925124","769.24653809","4","2018"
"31","3161809","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO PARÁ","CERRADO","0","0","26573.00000000000","26572.98010330000","0.99999925124","826.01831664","9","2018"
"31","3161809","SUDESTE","MG","MINAS GERAIS","SÃO GONÇALO DO PARÁ","CERRADO","0","0","26573.00000000000","26572.98010330000","0.99999925124","149.13875675","12","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","56.89283232","19","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","4.15433956","20","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","25.78249203","24","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","68.99361447","9","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","43.06874887","12","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","35570.14190402","15","2018"
"52","5216809","CENTRO-OESTE","GO","GOIÁS","PETROLINA DE GOIÁS","CERRADO","0","0","53130.00000000000","53130.00898190000","1.00000016905","1246.85993255","19","2018"
"41","4119400","SUL","PR","PARANÁ","PIRAÍ DO SUL","CERRADO","0","0","140306.60000000001","61257.34047650000","0.43659628611","242.63586986","25","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","55.87584116","9","2018"
"31","3154507","SUDESTE","MG","MINAS GERAIS","RIACHO DOS MACHADOS","CERRADO","0","0","131554.00000000000","129747.79074600000","0.98627020650","12.55572034","30","2018"
"52","5216908","CENTRO-OESTE","GO","GOIÁS","PILAR DE GOIÁS","CERRADO","0","0","90664.39999999999","90664.30014419999","0.99999889862","89.90494270","25","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","1600.25489021","33","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","335.64728006","3","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","6.25476212","4","2018"
"31","3154606","SUDESTE","MG","MINAS GERAIS","RIBEIRÃO DAS NEVES","CERRADO","0","0","15545.40000000000","15545.41048750000","1.00000067464","356.82086081","4","2018"
"31","3154606","SUDESTE","MG","MINAS GERAIS","RIBEIRÃO DAS NEVES","CERRADO","0","0","15545.40000000000","15545.41048750000","1.00000067464","213.00990510","12","2018"
"31","3154606","SUDESTE","MG","MINAS GERAIS","RIBEIRÃO DAS NEVES","CERRADO","0","0","15545.40000000000","15545.41048750000","1.00000067464","5097.06707150","15","2018"
"52","5214838","CENTRO-OESTE","GO","GOIÁS","NOVA CRIXÁS","CERRADO","0","0","730222.59999999998","730222.34739400004","0.99999965407","137155.79568483","3","2018"
"52","5214838","CENTRO-OESTE","GO","GOIÁS","NOVA CRIXÁS","CERRADO","0","0","730222.59999999998","730222.34739400004","0.99999965407","76733.23254803","4","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","62.14331763","12","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","0.82346503","13","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","1138.71973870","15","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","635.49943162","33","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","591.92431165","19","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","6670.60716456","3","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","68.64303773","4","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","1255.10767356","9","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","1878.01633300","12","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","30831.37809960","15","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","5095.46668509","19","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","15292.47184986","20","2018"
"35","3543204","SUDESTE","SP","SÃO PAULO","RIBEIRÃO DO SUL","CERRADO","0","0","20320.80000000000","13156.78482560000","0.64745407787","1179.40608854","15","2018"
"35","3543204","SUDESTE","SP","SÃO PAULO","RIBEIRÃO DO SUL","CERRADO","0","0","20320.80000000000","13156.78482560000","0.64745407787","6721.96625831","19","2018"
"35","3543204","SUDESTE","SP","SÃO PAULO","RIBEIRÃO DO SUL","CERRADO","0","0","20320.80000000000","13156.78482560000","0.64745407787","1239.18233082","20","2018"
"31","3171204","SUDESTE","MG","MINAS GERAIS","VESPASIANO","CERRADO","0","0","7108.00000000000","7107.95205918000","0.99999325537","2763.37766127","15","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","82.98101520","33","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","3425.01390968","3","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","528.38428837","4","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","357.46236148","9","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","470.35501397","12","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","2636.53064585","15","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","10178.61839586","19","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","15925.26036914","20","2018"
"51","5107800","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LEVERGER","CERRADO","0","0","1173575.19999999995","417300.04306900001","0.35558014780","9812.37202343","12","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","116.21593834","20","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","6.58542196","21","2018"
"35","3538808","SUDESTE","SP","SÃO PAULO","PIRAJU","CERRADO","0","0","50459.10000000000","8306.96248894000","0.16462763880","25.26916453","25","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","288.29794123","3","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","0.33213915","4","2018"
"31","3161304","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO DE SALES","CERRADO","0","0","112886.39999999999","61578.20375850000","0.54548824091","0.50587795","13","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","175.13374858","19","2018"
"35","3538907","SUDESTE","SP","SÃO PAULO","PIRAJUÍ","CERRADO","0","0","82375.80000000000","2358.69883909000","0.02863339523","515.50261447","20","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","544.96880795","33","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","17.02039427","30","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","4.48305296","4","2018"
"31","3150703","SUDESTE","MG","MINAS GERAIS","PIRAJUBA","CERRADO","0","0","33798.00000000000","33797.96392010000","0.99999893248","36.19582573","25","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","417.71202671","33","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","11456.17784644","3","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","52848.26830974","4","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","54885.78083427","3","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","14778.55543444","4","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","1774.96463726","9","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","31620.04662606","12","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","164379.32081786","15","2018"
"31","3148004","SUDESTE","MG","MINAS GERAIS","PATOS DE MINAS","CERRADO","0","0","319018.70000000001","319018.69523499999","0.99999998506","45749.61301111","19","2018"
"31","3161304","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO DE SALES","CERRADO","0","0","112886.39999999999","61578.20375850000","0.54548824091","36220.70388896","15","2018"
"31","3161304","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO DE SALES","CERRADO","0","0","112886.39999999999","61578.20375850000","0.54548824091","483.83113908","19","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","42.20140484","24","2018"
"35","3538709","SUDESTE","SP","SÃO PAULO","PIRACICABA","CERRADO","0","0","137806.89999999999","78463.69705140000","0.56937422619","27.17196013","21","2018"
"31","3161304","SUDESTE","MG","MINAS GERAIS","SÃO FRANCISCO DE SALES","CERRADO","0","0","112886.39999999999","61578.20375850000","0.54548824091","13122.77214321","20","2018"
"17","1700707","NORTE","TO","TOCANTINS","ALVORADA","CERRADO","0","1","121216.70000000000","121216.71008100000","1.00000008317","801.57505911","33","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","69.89859564","9","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","152.68413065","12","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","1101.68995197","15","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","824.62806451","19","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","6314.55973699","20","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","10.04613815","21","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","900.83723446","33","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","4.15031752","24","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","9939.77181968","3","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","12373.43273635","4","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","2985.44809142","9","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","3025.39431866","12","2018"
"31","3150570","SUDESTE","MG","MINAS GERAIS","PINTÓPOLIS","CERRADO","0","0","122873.60000000001","122873.59057400000","0.99999992329","398.65494256","9","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","27.40943852","33","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","21.83231172","25","2018"
"35","3539301","SUDESTE","SP","SÃO PAULO","PIRASSUNUNGA","CERRADO","0","0","72711.80000000000","21610.13643000000","0.29720260577","1.16210362","30","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","16.14734866","4","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","4163.80956498","9","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","761.61858571","12","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","0.24830577","13","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","10780.32760399","15","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","1621.87483663","19","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","2052.96745985","20","2018"
"35","3540309","SUDESTE","SP","SÃO PAULO","PONTES GESTAL","CERRADO","0","0","21750.50000000000","13309.18460690000","0.61190246693","4.53970881","25","2018"
"52","5217104","CENTRO-OESTE","GO","GOIÁS","PIRACANJUBA","CERRADO","0","0","238073.20000000001","238073.24271699999","1.00000017943","687.96068901","33","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","273.60241765","24","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","155.17257629","25","2018"
"51","5107800","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LEVERGER","CERRADO","0","0","1173575.19999999995","417300.04306900001","0.35558014780","16715.01750470","13","2018"
"51","5107800","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LEVERGER","CERRADO","0","0","1173575.19999999995","417300.04306900001","0.35558014780","66662.56400296","15","2018"
"51","5107800","CENTRO-OESTE","MT","MATO GROSSO","SANTO ANTÔNIO DO LEVERGER","CERRADO","0","0","1173575.19999999995","417300.04306900001","0.35558014780","26758.72574420","19","2018"
"17","1700707","NORTE","TO","TOCANTINS","ALVORADA","CERRADO","0","1","121216.70000000000","121216.71008100000","1.00000008317","21457.04638923","3","2018"
"31","3151602","SUDESTE","MG","MINAS GERAIS","PLANURA","CERRADO","0","0","31752.00000000000","31752.01842490000","1.00000058028","263.37749676","24","2018"
"52","5217104","CENTRO-OESTE","GO","GOIÁS","PIRACANJUBA","CERRADO","0","0","238073.20000000001","238073.24271699999","1.00000017943","43040.50440131","3","2018"
"52","5217104","CENTRO-OESTE","GO","GOIÁS","PIRACANJUBA","CERRADO","0","0","238073.20000000001","238073.24271699999","1.00000017943","7578.63553471","4","2018"
"35","3539400","SUDESTE","SP","SÃO PAULO","PIRATININGA","CERRADO","0","0","40240.90000000000","31528.58532640000","0.78349602833","14.48581963","21","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","22629.34754030","15","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","1305.09445070","19","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","2.39382357","20","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","1606.33023051","24","2018"
"31","3151206","SUDESTE","MG","MINAS GERAIS","PIRAPORA","CERRADO","0","0","54951.40000000000","54951.42945900000","1.00000053609","181.38761651","25","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","439.39388175","33","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","799.02642365","3","2018"
"35","3539707","SUDESTE","SP","SÃO PAULO","PLATINA","CERRADO","0","0","32748.00000000000","32722.40683980000","0.99921848173","23.81184628","33","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","56.26888580","4","2018"
"35","3539707","SUDESTE","SP","SÃO PAULO","PLATINA","CERRADO","0","0","32748.00000000000","32722.40683980000","0.99921848173","2928.59178145","3","2018"
"35","3540309","SUDESTE","SP","SÃO PAULO","PONTES GESTAL","CERRADO","0","0","21750.50000000000","13309.18460690000","0.61190246693","2.85750939","21","2018"
"31","3165107","SUDESTE","MG","MINAS GERAIS","SÃO TOMÁS DE AQUINO","CERRADO","0","0","27792.80000000000","27792.79079310000","0.99999966873","8787.34190262","15","2018"
"31","3165107","SUDESTE","MG","MINAS GERAIS","SÃO TOMÁS DE AQUINO","CERRADO","0","0","27792.80000000000","27792.79079310000","0.99999966873","3790.64403498","19","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","383.11971393","9","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","2279.75348193","12","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","641.48855861","15","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","2419.36049907","19","2018"
"35","3539509","SUDESTE","SP","SÃO PAULO","PITANGUEIRAS","CERRADO","0","0","43063.80000000000","43063.79219350000","0.99999981872","35198.80625000","20","2018"
